course_url,title,level,description,topic_tags,learning_path
https://www.dicoding.com/academies/555-belajar-analisis-data-dengan-python,Belajar Analisis Data dengan Python,Level: Pemula,"Data telah dianggap sebagai sumber daya penting oleh berbagai industri, seperti
e-commerce
,
manufacturing
,
healthcare
,
finance
, dll. Analisis data merupakan proses pemanfaatan data menjadi
insight
(wawasan) yang selanjutnya akan digunakan untuk menjawab berbagai tantangan bisnis mulai dari penyelesaian masalah hingga pengambilan keputusan. Kelas ini menjadi jawaban bagi Anda yang ingin menguasai proses analisis data menggunakan bahasa pemrograman Python.
Data merupakan sumber daya penting bagi perusahaan/organisasi. Namun, sebelum bisa langsung dimanfaatkan, data perlu diolah melalui proses analisis data terlebih dahulu.
Tingginya kebutuhan akan praktiisi data (
data analyst
atau
data scientist
) di industri.
Untuk menjadi seorang praktisi data yang Andal, salah satu keahlian yang harus Anda kuasai ialah analisis data.
Kelas ini mengajarkan Anda proses analisis data menggunakan bahasa pemrograman Python, salah satu
tool
andalan para praktisi data di industri.
Selain itu, kelas ini juga menyediakan studi kasus untuk memberikan Anda gambaran proses analisis data di industri.
Target dan Sasaran Siswa
Kelas ini ditujukan bagi individu yang ingin memahami proses analisis data sebagai salah satu keterampilan untuk menjadi seorang praktisi data yang andal.
Kelas ini dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik.
Kelas ini didesain untuk siswa yang sudah memiliki pengetahuan dasar tentang bahasa pemrograman Python.
Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.
Di akhir kelas, siswa dapat menjalankan berbagai tahapan dalam analisis data untuk menjawab tantangan bisnis menggunakan bahasa pemrograman Python.",Data,Data Scientist
https://www.dicoding.com/academies/565-belajar-toolset-untuk-pengembangan-front-end-web,Belajar Toolset untuk Pengembangan Front-End Web,Level: Mahir,"Perkembangan teknologi makin pesat, begitu pula dengan aplikasi berbasis website. Banyak tools yang bisa diterapkan untuk mempermudah dan mempercepat pekerjaan developer, terutama dalam pengembangan aplikasi web. Tools tersebut antara lain Sass untuk CSS preprocessor, Bootstrap untuk CSS framework, Lit untuk Web Component, Axios untuk HTTP client, dan Firebase untuk Platform as a Service (PaaS). Dengan mempelajari tools tersebut, developer akan semakin andal dalam membuat aplikasi web berkualitas.
Beberapa alasan wajib bagi Anda dalam mengambil dan mempelajari kelas ini dapat dilihat pada poin-poin berikut.
Memudahkan developer dalam mengembangkan aplikasi web dengan memanfaatkan fitur-fitur yang ditawarkan oleh framework ataupun library.
Meningkatkan fleksibilitas dan efisiensi penulisan styling dengan logika layaknya bahasa pemrograman menggunakan Sass dalam pengembangan aplikasi web.
Mempelajari komponen-komponen siap pakai dan customizable yang ditawarkan oleh Bootstrap untuk meningkatkan kecepatan pengembangan aplikasi web.
Membuat web component yang andal dengan menghilangkan beragam boilerplate menggunakan library milik Google bernama Lit.
Mempelajari teknik penyediaan layanan back-end dan hosting menggunakan Platform as a Service (PaaS) yang dikembangkan oleh Google bernama Firebase.
Target dan Sasaran Siswa
Kelas ini ditujukan untuk seorang Front-End Web Developer yang ingin mengembangkan website dengan cepat, simpel, reusable, dan powerful.
Kelas ini dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki komputer dan mengoperasikan dengan baik.
Siswa diharapkan sudah memiliki pemahaman dasar dalam pembuatan website menggunakan HTML, CSS, dan JavaScript dengan baik.
Siswa harus bisa belajar mandiri, berkomitmen, memiliki rasa ingin tahu yang tinggi, dan tertarik pada subjek materi. Hal ini karena sebaik apa pun materi yang disajikan, kelas ini tidak akan berguna tanpa keuletan siswa dalam belajar dan usaha.
Di akhir kelas, siswa mampu menguasai konsep dan implementasi tools dalam pengembangan web yang cepat, mudah, serta powerful hingga membuat aplikasi web yang dapat diakses oleh banyak orang pada akhir kelas.","Full Stack, Front End",
https://www.dicoding.com/academies/570-belajar-dasar-manajemen-proyek,Belajar Dasar Manajemen Proyek,Level: Dasar,"Manajemen Proyek merupakan pengetahuan, keterampilan, dan teknik yang diterapkan untuk kegiatan dalam memenuhi kebutuhan proyek. Dengan mempelajari dan memahami manajemen proyek, mulai dari menginisiasi proyek, membuat rencana proyek, hingga menutup sebuah proyek, Anda akan memiliki sebuah keahlian khusus untuk menjadi seorang manajer proyek profesional baik di sektor industri maupun di sektor lainnya. Anda akan memperoleh hal-hal yang bermanfaat, sebagai berikut.
Mengoordinasikan pekerjaan lintas fungsi.
Memusatkan rencana, detail, file, dan umpan balik proyek.
Membagikan pembaruan status kepada semua pemangku kepentingan
Meningkatkan kolaborasi tim.
Membantu mengontrol proyek dari awal hingga akhir agar berjalan sesuai rencana.
Target dan Sasaran Siswa
Kelas ini ditujukan untuk individu yang ingin melangkah menjadi seorang manajer proyek dengan mempelajari manajemen proyek.
Kelas dapat diikuti oleh semua kalangan baik IT maupun non-IT sehingga tidak wajib memiliki pengetahuan manajemen proyek sebelumnya.
Kelas ini didesain untuk pemula sehingga tidak ada prasyarat dalam pemahaman pemrograman sebelumnya.
Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.
Di akhir kelas, siswa dapat menguasai dasar manajemen proyek untuk mengelola sebuah proyek maupun sebuah organisasi.","Computer Science, Softskill",
https://www.dicoding.com/academies/580-belajar-pemrograman-fungsional-dengan-haskell,Belajar Pemrograman Fungsional dengan Haskell,Level: Pemula,"Pemrograman fungsional merupakan paradigma yang memandang komputasi sebagai evaluasi dari fungsi matematis serta menghindari perubahan state dan data yang bersifat mutable. Haskell menjadi opsi yang menarik untuk belajar paradigma pemrograman fungsional berkat sifatnya yang pure function, lazy evaluation, dan static type. Banyak perusahaan ternama telah menggunakan bahasa pemrograman Haskell untuk berbagai proyek, termasuk Google untuk proyek
Ganeti
, Facebook untuk proyek
lex-pass
, hingga Microsoft untuk proyek
Bond
.
Pemrograman fungsional adalah salah satu paradigma pemrograman yang telah ada sejak awal sejarah komputasi dan telah mengalami kebangkitan dalam beberapa dekade terakhir.
Banyak bahasa pemrograman modern mulai mengadopsi fitur dari pemrograman fungsional sehingga memahami konsep dasarnya membuat Anda lebih siap menghadapi evolusi bahasa dan teknologi pemrograman di masa depan.
Haskell sering digunakan untuk penelitian matematika, statistik, serta abstraksi data sehingga relevan untuk bidang big data dan data science.
Program Haskell ditulis berbasiskan fungsi matematika sehingga orang umum, matematikawan, atau data scientist akan familier dengannya.
Haskell telah digunakan oleh banyak perusahaan ternama seperti Google, Facebook, hingga Microsoft untuk berbagai proyek.
Target dan Sasaran Siswa
Kelas ini ditujukan bagi pemula yang ingin menguasai paradigma pemrograman fungsional melalui bahasa Haskell yang mengacu pada kurikulum STEI ITB.
Kelas ini dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik.
Kelas ini didesain untuk pemula yang memiliki kemampuan untuk menyelesaikan soal matematika dasar dan membuat program dalam bahasa Haskell. Lulus dari kelas
Memulai Pemrograman dengan Haskell
akan mempermudah pembelajaran.
Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.
Setelah mengikuti kelas, siswa diharapkan mampu memecahkan masalah menggunakan paradigma fungsional melalui bahasa pemrograman Haskell.","Data, Programming Language",
https://www.dicoding.com/academies/590-belajar-penerapan-data-science,Belajar Penerapan Data Science,Level: Mahir,"Maraknya penggunaan data pada berbagai bidang mendorong tingginya kebutuhan praktisi data khususnya Data Scientist. Selain itu, hal ini juga mendorong perkembangan tools dan teknik dalam data science yang sangat tinggi. Maka dari itu, kelas ini merupakan jawaban bagi Anda yang ingin memahami tools dan teknik dalam data science melalui berbagai studi kasus yang umum dijumpai di industri sebagai bekal untuk menjadi Data Scientist profesional.
Perkembangan data mendorong tingginya kebutuhan praktisi data khususnya Data Scientist di industri.
Untuk menjadi seorang Data Scientist, Anda perlu memahami berbagai tools dan teknik dalam keilmuan data science.
Kelas ini mengajarkan Anda penerapan data science untuk menyelesaikan permasalahan bisnis.
Pada kelas ini, Anda akan mengerjakan proyek data science end-to-end.
Kelas ini menyediakan berbagai studi kasus untuk memberikan Anda gambaran proses pengerjaan proyek data science di industri.
Target dan Sasaran Siswa
Kelas ini ditujukan bagi individu yang ingin memahami proses pengerjaan proyek data science sesuai standar industri.
Kelas ini dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik.
Kelas ini didesain untuk siswa yang sudah memiliki pengetahuan dasar tentang bahasa pemrograman Python, SQL, serta machine learning.
Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.
Di akhir kelas, siswa mampu membangun proyek data science sesuai dengan tahapan pengembangan proyek data science berdasarkan studi kasus yang dijumpai di industri.","AI, Data",Data Scientist
https://www.dicoding.com/academies/600-belajar-dasar-structured-query-language-sql,Belajar Dasar Structured Query Language (SQL),Level: Dasar,"Data science dan big data di Indonesia adalah salah satu ilmu yang diklaim sangat diminati. Dewasa ini, banyak perusahaan membutuhkan seorang yang memiliki kemampuan dalam menganalisis data, memiliki rasa keingintahuan yang besar, dan mampu menerjemahkan data menjadi informasi yang menguntungkan. Mempelajari bahasa SQL merupakan langkah awal yang tepat sebelum terjun dalam big data dan menjadi salah satu syarat agar dapat menjadi seorang Data Scientist yang handal.
Menjadi seorang data analyst, data scientist, business analyst, ataupun business intelligent, harus memiliki fondasi SQL yang kuat.
Bahasa SQL kian digandrungi karena sangat aplikatif di dunia pemrosesan data.
Belum banyak yang mampu mengolah data menjadi sebuah informasi.
Anda akan mampu mengakses dan mengubah basis data, menjalankan query dan mengambil data yang dibutuhkan, memperbarui atau menyisipkan data dalam basis data, serta menghapus sebuah data dalam basis data.
Profesi data scientist makin dicari oleh industri saat ini.
Target dan Sasaran Siswa
Kelas ini ditujukan untuk individu yang ingin melangkah menjadi seorang data analyst atau data scientist dengan mempelajari bahasa Structured Query Language (SQL).
Kelas ini dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan mampu mengoperasikan komputer dengan baik.
Kelas ini didesain untuk pemula sehingga tidak ada prasyarat dalam pemahaman pemrograman sebelumnya.
Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.
Di akhir kelas, siswa dapat menguasai berbagai query dasar yang sering digunakan dalam mengelola data menggunakan bahasa structured query language (SQL).",Data,Data Scientist
https://www.dicoding.com/academies/605-memulai-pemrograman-dengan-haskell,Memulai Pemrograman dengan Haskell,Level: Dasar,"Haskell merupakan bahasa pemrograman modern yang menggunakan pendekatan fungsional. Haskell telah digunakan di berbagai bidang industri, mulai dari aerospace (kedirgantaraan), pertahanan, keuangan, startup (perusahaan rintisan), perangkat keras, hingga manufaktur. Banyak perusahaan ternama telah menggunakan bahasa pemrograman Haskell untuk berbagai proyek, termasuk Google untuk proyek
Ganeti
, Facebook untuk proyek
lex-pass
, hingga Microsoft untuk proyek
Bond
.
Bahasa pemrograman Haskell dirancang untuk tujuan umum sehingga bisa diimplementasikan untuk bidang industri apa pun.
Developer bisa membuat banyak hal menggunakan Haskell, seperti CLI application, web application, parser dan compiler, hingga system administration script.
Haskell sering digunakan untuk penelitian matematika, statistik, serta abstraksi data sehingga relevan untuk bidang big data dan data science.
Program Haskell ditulis berbasiskan fungsi matematika sehingga orang umum, matematikawan, atau data scientist akan familier dengannya.
Haskell telah digunakan oleh banyak perusahaan ternama seperti Google, Facebook, hingga Microsoft untuk berbagai proyek.
Target dan Sasaran Siswa
Kelas ini ditujukan bagi pemula yang ingin mulai belajar bahasa pemrograman Haskell dengan mengacu pada kurikulum STEI ITB.
Kelas ini dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik.
Kelas ini didesain untuk pemula yang telah memahami dasar-dasar komputer, dasar-dasar pemrograman, dan dasar-dasar matematika. Lulus dari kelas
Memulai Pemrograman dengan C
akan mempermudah pembelajaran.
Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.
Di akhir kelas, siswa mampu membuat program menggunakan bahasa pemrograman Haskell dalam bentuk Haskell script dengan mengimplementasikan semua hal yang telah dipelajari, seperti operator, ekspresi, variabel, tipe data, struktur data, hingga fungsi.","Data, Programming Language",
https://www.dicoding.com/academies/610-menjadi-node-js-application-developer,Menjadi Node.js Application Developer,Level: Menengah,"Node.js merupakan teknologi yang mampu membuat JavaScript berjalan di luar browser. Dengan begitu, popularitas JavaScript kian melejit. Sudah banyak perusahaan besar yang mengandalkan Node.js dalam membangun produk digital. Node.js sendiri memiliki API yang sangat luas sehingga menguasainya adalah hal yang menantang. Di kelas ini, Anda akan belajar banyak inti dari Node.js untuk membangun berbagai macam aplikasi hingga mengantarkan Anda untuk menjadi Node.js Application Developer yang andal.
Node.js merupakan teknologi yang sudah banyak digunakan oleh industri seperti Netflix, PayPal, Uber, Atlassian, dan NASA.
Memperdalam penguasaan API inti Node.js berdasarkan kompetensi yang ditetapkan oleh sertifikasi resmi OpenJS Node.js Application Developer.
Kelas ini dapat Anda ikuti untuk mempersiapkan diri dalam mengikuti ujian sertifikasi OpenJS Node.js Application Developer.
Node.js tidak membutuhkan spesifikasi perangkat yang tinggi untuk dipelajari.
Banyak komunitas developer JavaScript dan Node.js baik di Indonesia maupun luar negeri.
Target dan Sasaran Siswa
Kelas ini ditujukan untuk developer dengan basis kemampuan JavaScript yang ingin mengenal dan memperdalam Node.js agar dapat membuat aplikasi untuk berbagai tujuan.
Kelas dapat diikuti oleh siswa yang melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik.
Kelas dapat diikuti oleh siswa yang sudah memiliki dasar kemampuan bahasa pemrograman JavaScript.
Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.
Setelah lulus dari kelas ini, siswa mampu membuat aplikasi dengan berbagai tujuan yang memanfaatkan teknologi inti dari Node.js sesuai dengan domain dan kompetensi yang ada di sertifikasi OpenJS Node.js Application Developer.",Full Stack,Back-End  JavaScript
https://www.dicoding.com/academies/615-belajar-dasar-data-science,Belajar Dasar Data Science,Level: Dasar,"Perkembangan teknologi yang masif berbanding lurus dengan maraknya data yang diperoleh oleh setiap perusahaan. Agar tetap dapat bersaing, banyak perusahaan menggunakan data science untuk mengolah data hingga menjadi informasi yang dibutuhkan. Namun, eksistensi seorang data scientist saat ini masih minim sehigga menjadikan profesi tersebut banyak dicari di Indonesia. Maka dari itu, kelas ini akan merupakan langkah awal untuk Anda menjadi seorang data scientist andal serta menjawab kebutuhan industri.
Kelas ini akan menjadi fondasi dasar untuk Anda dalam memahami bidang data science.
Kurangnya praktisi data scientist di Indonesia yang menjadikan profesi tersebut banyak dicari serta memiliki tawaran gaji tinggi.
Data science banyak digunakan di berbagai sektor, seperti e-commerce, manufaktur, transportasi online, dan masih banyak lagi.
Terdapat studi kasus yang dapat Anda kerjakan untuk memperkuat pemahaman Anda terhadap materi dan menjadikannya sebagai portofolio.
Mengetahui peluang data scientist yang menjadi kebutuhan industri.
Target dan Sasaran Siswa
Kelas ini ditujukan untuk individu yang ingin melangkah menjadi seorang data scientist dengan mempelajari konsep dasar data science.
Kelas ini dapat diikuti oleh berbagai kalangan siswa yang melek IT sehingga wajib memiliki dan mampu mengoperasikan komputer dengan baik.
Kelas ini didesain untuk pemula sehingga tidak ada prasyarat dalam pemahaman pemrograman sebelumnya.
Siswa harus bisa belajar mandiri, berkomitmen, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi, karena sebaik apa pun materi kelas ini, tidak akan berguna tanpa keseriusan siswa untuk belajar, berlatih, dan mencoba.
Setelah mengikuti kelas, siswa diharapkan mampu mengenal, memahami, dan menelaah dasar-dasar data science dengan baik.","Machine Learning, Data",Data Scientist
https://www.dicoding.com/academies/620-belajar-pemrograman-prosedural-dengan-python,Belajar Pemrograman Prosedural dengan Python,Level: Pemula,"Pemrograman prosedural adalah paradigma pemrograman berfokus pada penyusunan program dengan mengorganisasi kode menjadi serangkaian langkah-langkah atau prosedur yang dijalankan secara berurutan. Pendekatan ini menekankan pada struktur kontrol, fungsi, dan urutan eksekusi dalam program. Hal ini menjadi langkah awal Anda meniti karier dalam bidang pemrograman agar berpikir secara logis, solutif, dan terorganisasi untuk menyelesaikan permasalahan yang ada.
Kelas ini memberikan pemahaman dasar tentang struktur dan alur kerja program, serta akan membantu dalam memahami paradigma pemrograman lainnya.
Mengajarkan cara berpikir logis dan analitis untuk memecahkan masalah melalui urutan instruksi yang terstruktur.
Belajar konsep rekursif untuk mengelola memori dan performa program dengan lebih baik.
Mengenal konsep pemrograman prosedural dengan Python yang dapat menjadi landasan untuk belajar bahasa pemrograman lainnya.
Memiliki kemampuan untuk mengembangkan aplikasi sederhana dan memulai perjalanan kreatif di dunia pengembangan perangkat lunak.
Target dan Sasaran Siswa
Kelas ini ditujukan bagi pemula yang ingin belajar pemrograman yang terstruktur dengan mengacu pada kurikulum STEI ITB.
Kelas ini dapat diikuti oleh siswa yang ingin melek IT sehingga wajib memiliki dan dapat mengoperasikan komputer dengan baik.
Kelas ini didesain untuk level pemula yang ingin memahami dasar-dasar algoritma dalam memecahkan masalah di berbagai konteks.
Siswa yang memiliki komitmen dalam belajar secara mandiri, benar-benar punya rasa ingin tahu, dan tertarik pada subjek materi. Sebaik apa pun materi kelas ini tidak akan berguna tanpa keseriusan Anda untuk belajar, berlatih, dan mencoba hal baru.
Di akhir kelas, siswa dapat mengimplementasikan cara pembuatan program dengan Python berdasarkan algoritma pemecahan masalah secara terstruktur, efektif, dan efisien.""",Programming Language,
